symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
IQM,Franklin Intelligent Machines ETF,USD,"The investment seeks capital appreciation.
 Under normal market conditions, the fund invests at least 80% of its net assets in equity securities of companies that are relevant to its investment theme of intelligent machines. The fund invests predominantly in common stock. Although it may invest across economic sectors, the advisor expects to have significant positions in particular sectors including technology. The fund is non-diversified.",Equities,Developed Markets,Franklink Templeton Investments,BTS,BATS,US35473P5127
ISVL,iShares International Developed Small Cap Value Factor ETF,USD,"The investment seeks to track the investment results of the FTSE Developed ex US ex Korea Small Cap Focused Value Index composed of international developed market small-capitalization stocks, excluding the U.S. and Korea, with prominent value characteristics.
 The fund generally will invest at least 80% of its assets in the component securities and other instruments of the index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents but which BFA believes will help the fund track the index. The index is sponsored by FTSE which is independent of it and BFA. It is non-diversified.",Alternatives,Small Cap,BlackRock Asset Management,BTS,BATS,US46436E5107
ITA,iShares U.S. Aerospace & Defense ETF,USD,"The investment seeks to track the investment results of the Dow Jones U.S. Select Aerospace & Defense Index composed of U.S. equities in the aerospace and defense sector.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of the aerospace and defense sector of the U.S. equity market. Aerospace companies in the index include manufacturers, assemblers and distributors of aircraft and aircraft parts. The fund is non-diversified.",Industrials,Value,BlackRock Asset Management,BTS,BATS,US4642887602
ITB,iShares U.S. Home Construction ETF,USD,"The investment seeks to track the investment results of the Dow Jones U.S. Select Home Construction Index composed of U.S. equities in the home construction sector.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of the home construction sector of the U.S. equity market. The fund may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified.",Consumer Discretionary,Value,BlackRock Asset Management,BTS,BATS,US4642887529
ITM,VanEck Vectors Intermediate Muni ETF,USD,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the Bloomberg Barclays AMT-Free Intermediate Continuous Municipal Index.
 The fund normally invests at least 80% of its total assets in fixed income securities that comprise the index. The index is comprised of publicly traded municipal bonds that cover the U.S. dollar denominated intermediate term tax-exempt bond market.",Fixed Income,Municipal Bonds,VanEck Asset Management,BTS,BATS,US92189H2013
IVAL,Alpha Architect International Quantitative Value ETF,USD,"The investment seeks to track the total return performance, of the Alpha Architect International Quantitative Value Index.
 The fund normally will invest at least 80% of its total assets in the component securities of the Alpha Architect International Quantitative Value Index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index uses a 5-step, quantitative, rules-based methodology to identify a portfolio of approximately 40-50 undervalued non-U.S. equity securities or their depositary receipts with the potential for capital appreciation.",Equities,Small Cap,Alpha Architect,BTS,BATS,US02072L2016
IVDG,Invesco Focused Discovery Growth ETF,USD,"The investment seeks capital appreciation.
 The fund seeks to achieve its investment objective by investing primarily in exchange-traded common stocks of U.S. companies that Invesco Advisers, Inc. (the ""Sub-Adviser"")expects to have above average growth rates. It seeks to invest in newer companies or in more established companies that are in the early growth phase of their business cycle, which is typically marked by above average growth rates. The fund may invest in securities of issuers of all capitalization sizes; however, it will primarily hold securities of mid-capitalization issuers. It is non-diversified.",Equities,Growth,Invesco Investment Management,BTS,BATS,
IVLC,Invesco US Large Cap Core ESG ETF,USD,"The investment seeks capital appreciation.
 The fund invests, under normal market conditions, at least 80% of the value of its net assets (plus the amount of any borrowings for investment purposes) in exchange-traded equity securities of U.S. large capitalization issuers. Additionally, it seeks to achieve its investment objective by investing mainly in common stock of U.S. companies that meet high ESG standards, as determined by the fund&#39;s sub-adviser. The fund may invest up to 20% of its net assets in common stock of foreign issuers, including up to 10% of its net assets in emerging markets countries. The fund is non-diversified.",Equities,Large Cap,Invesco Investment Management,BTS,BATS,
IVRA,Invesco Real Assets ESG ETF,USD,"The investment seeks capital appreciation with a secondary objective of current income.
 The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of the value of its net assets (plus the amount of any borrowings for investment purposes) in exchange-traded equity securities of ""real assets"" companies. The ""real assets"" companies in which the it invests are located in North America and must meet high environmental, social and governance (""ESG"") standards, as determined by the fund&#39;s sub-adviser. The fund is non-diversified.",Equities,Real Estate Services,Invesco Investment Management,BTS,BATS,US46090A7880
IVSG,Invesco Select Growth ETF,USD,"The investment seeks long-term capital appreciation.
 The fund seeks to achieve its investment objective by investing primarily in exchange-traded common stocks of U.S. companies that the Sub-Adviser believes have potential for earnings or revenue growth. It may invest in securities of issuers of all capitalization sizes; however, it will primarily hold securities of large and mid-capitalization issuers. The fund usually will hold a relatively small number of stocks (approximately 25-30) and may invest more than 25% of its assets in a given sector. It is non-diversified.",Equities,Growth,Invesco Investment Management,BTS,BATS,
IYJ,iShares U.S. Industrials ETF,USD,"The investment seeks to track the investment results of the Dow Jones U.S. Industrials Index composed of U.S. equities in the industrials sector.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of the industrials sector of the U.S. equity market.",Industrials,Industrials,BlackRock Asset Management,BTS,BATS,US4642877546
IYLD,iShares Morningstar Multi-Asset Income ETF,USD,"The investment seeks to track the investment results of the MorningstarÂ® Multi-Asset High Income IndexSM.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is broadly diversified and seeks to deliver high current income while maintaining long-term capital appreciation. The fund is a fund-of-funds and invests primarily in the securities of the underlying funds that themselves seek investment results corresponding to their own underlying indexes.",Equities,Equities,BlackRock Asset Management,BTS,BATS,US46432F8757
IYT,iShares Transportation Average ETF,USD,"The investment seeks to track the investment results of the Dow Jones Transportation Average Index composed of U.S. equities in the transportation sector.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of large, well-known companies within the transportation sector of the U.S. equity market. The fund is non-diversified.",Industrials,Industrials,BlackRock Asset Management,BTS,BATS,
IYZ,iShares U.S. Telecommunications ETF,USD,"The investment seeks to track the investment results of the Dow Jones U.S. Select Telecommunications Index.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of the telecommunications sector of the U.S. equity market and may include large-, mid- or small-capitalization companies. The fund is non-diversified.",Communication Services,Communications,BlackRock Asset Management,BTS,BATS,US4642877132
IZRL,ARK Israel Innovative Technology ETF,USD,"The investment seeks to provide investment results that closely correspond, before fees and expenses, to the performance of the ARK Israeli Innovation Index (""index"").
 The fund normally invests at least 80% of its total assets in securities that are included in the fund&#39;s benchmark index, depositary receipts representing securities included in the index or underlying stocks in respect of depositary receipts included in the index. The index includes equity securities and depositary receipts of exchange listed companies that are incorporated and/or domiciled in Israel (""Israeli Companies""). The fund is non-diversified.",Equities,Developed Markets,ARK ETF Trust,BTS,BATS,US00214Q6098
JANZ,TrueShares Structured Outcome (January) ETF,USD,"The investment seeks to provide investors with returns that track those of the S&P 500 Price Return Index while seeking to provide a buffer against the first 8% to 12% of S&P 500 Price Index losses, over the period from January 1, 2021 to December 31, 2021.
 The fund is an actively-managed ETF that seeks to achieve its investment objective by investing substantially all of its assets in options that reference the S&P 500 Price Index. It will purchase call options and sell put options on the index or an ETF that tracks the S&P 500 Price Index on each Initial Investment Day with an expiration on the next Roll Date. The fund is non-diversified.",Alternatives,,TrueShares,BTS,BATS,US2103226815
JCPB,JPMorgan Core Plus Bond ETF,USD,"The investment seeks a high level of current income by investing primarily in a diversified portfolio of high-, medium- and low-grade debt securities.
 As a matter of non-fundamental policy, the fund will ordinarily invest at least 80% of its assets in bonds. The fund&#39;s average weighted maturity will ordinarily range between five and twenty years. The balance of the fund&#39;s assets are not required to meet any minimum quality rating although the fund will not, under normal circumstances, invest more than 30% of its assets in below investment grade securities (or the unrated equivalent).",Fixed Income,Corporate Bonds,JPMorgan Asset Management,BTS,BATS,US46641Q6706
JEMA,JPMorgan Emerging Markets Equity Core ETF,USD,"The investment seeks to provide long-term capital appreciation.
 Under normal circumstances, the fund invests at least 80% of its assets in equity securities and equity-related instruments that are tied economically to emerging markets. The equity securities and equity-related instruments in which it may invest include, but are not limited to, common stock, participation notes or other structured notes, and other instruments that provide economic exposure to one or more equity securities. The fund may also use exchanged-traded futures for the efficient management of cash flows.",Financials,Emerging Markets,JPMorgan Asset Management,BTS,BATS,US46641Q2663
JMST,JPMorgan Ultra-Short Municipal Income ETF,USD,"The investment seeks as high a level of current income exempt from federal income tax as is consistent with relative stability of principal.
 Under normal circumstances, the fund invests at least 80% of its Assets in municipal securities, the income from which is exempt from federal income tax. For purposes of this policy, ""Assets"" means net assets, plus the amount of borrowings for investment purposes. Up to 100% of the fund&#39;s assets may be invested in short-term municipal instruments such as variable rate demand notes, short-term municipal notes and tax-exempt commercial paper.",Fixed Income,Municipal Bonds,JPMorgan Asset Management,BTS,BATS,US46641Q6540
JMUB,JPMorgan Municipal ETF,USD,"The investment seeks to provide monthly dividends, which are excluded from gross income, and to protect the value of the investors&#39; investment by investing primarily in municipal obligations.
 Under normal circumstances, the fund invests at least 80% of its assets in municipal securities, the income from which is exempt from federal income tax. The fund may invest in debt securities issued by governmental entities, certain issuers identified with the U.S. government and private issuers. It may invest in municipal mortgage-backed and asset-backed securities.",Fixed Income,Municipal Bonds,JPMorgan Asset Management,BTS,BATS,US46641Q6474
JPHY,JPMorgan High Yield Research Enhanced ETF,USD,"The investment seeks a high level of income; capital appreciation is a secondary objective.
 The fund invests primarily in high yield, high risk debt securities. Under normal circumstances, it invests at least 80% of its assets in high yield securities. For purposes of this policy, ""assets"" means net assets plus the amount of borrowings for investment purposes. The fund may invest up to 100% of its total assets in below investment grade or unrated securities.",Fixed Income,High Yield Bonds,JPMorgan Asset Management,BTS,BATS,US46654Q6338
JPIB,JPMorgan International Bond Opportunities ETF,USD,"The investment seeks to provide total return.
 Under normal circumstances, the fund will invest at least 80% of its Assets in bonds. ""Assets"" means net assets plus the amount of borrowings for investment purposes. The fund&#39;s assets are invested primarily in debt securities of issuers located in countries other than the United States. It may invest in developed or emerging markets, including sovereign debt issued by countries in developed and emerging markets. In managing the fund, the adviser will seek to diversify the fund&#39;s portfolio by investing in issuers in at least three countries other than the U.S. under normal circumstances.",Fixed Income,Corporate Bonds,JPMorgan Asset Management,BTS,BATS,US46641Q8520
JPST,JPMorgan Ultra-Short Income ETF,USD,"The investment seeks to provide current income while seeking to maintain a low volatility of principal.
 Under normal circumstances, the fund seeks to achieve its investment objective by investing at least 80% of its Assets in investment grade, U.S. dollar denominated short-term fixed, variable and floating rate debt. ""Assets"" means net assets, plus the amount of borrowings for investment purposes. As part of its principal investment strategy, it may invest in corporate securities, asset-backed securities, mortgage-backed and mortgage-related securities, and high quality money market instruments such as commercial paper and certificates of deposit.",Fixed Income,Money Market Instruments,JPMorgan Asset Management,BTS,BATS,US46641Q8371
JULZ,Trueshares Structured Outcome (July) ETF,USD,"The investment seeks to provide investors with returns (before fees and expenses) that track those of the S&P 500 Price Return Index while seeking to provide a buffer against the first 8% to 12% of the index losses, over the period from July 1, 2020 to June 30, 2021.
 The fund is an actively-managed ETF that seeks to achieve its investment objective by investing substantially all of its assets in options that reference the S&P 500 Price Index. It will purchase call options and sell put options on the index or an ETF that tracks the index on each Initial Investment Day with an expiration on the next Roll Date. The fund is non-diversified.",,,TrueShares,BTS,BATS,US2103228225
KAPR,Innovator Russell 2000 Power Buffer ETF - April,USD,"The investment seeks to provide investors with returns that match the price return of the iShares Russell 2000 ETF.
 The fund invests at least 80% of its net assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the iShares Russell 2000 ETF. FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified.",Alternatives,Small Cap,Innovator ETFs,BTS,BATS,
KJAN,Innovator Russell 2000 Power Buffer ETF January,USD,"The investment seeks to provide investors with returns that match the price return of the iShares Russell 2000 ETF.
 The fund invests at least 80% of its net assets in FLexible ExchangeÂ® Options (âFLEX Optionsâ) that reference the iShares Russell 2000 ETF (the âUnderlying ETFâ). FLEX Options are exchange-traded options contracts with uniquely customizable terms. The Underlying ETF is an exchange-traded fund that seeks to track the investment results of the Russell 2000 Index, which is a float-adjusted capitalization-weighted index of equity securities issued by the approximately 2,000 smallest issuers in the Russell 3000 Index. It is non-diversified.",Alternatives,Small Cap,Innovator ETFs,BTS,BATS,US45782C4740
KJUL,Innovator Russell 2000 Power Buffer ETF - July,USD,"The investment seeks to provide investors with returns that match those of the Russell 2000 Price Index.
 The fund invests at least 80% of its net assets in FLexible EXchangeÂ® Options (âFLEX Optionsâ) that reference the Russell 2000 Price Index. FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the âOCCâ), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified.",Alternatives,Small Cap,Innovator ETFs,BTS,BATS,
KNG,FT Cboe Vest S&P 500 Dividend Aristocrats Target Income ETF,USD,"The investment seeks investment results that correspond generally to the price and yield of an equity index called the Cboe S&P 500Â® Dividend Aristocrats Target Income Index Monthly Series.
 The fund invests at least 80% of its total assets in the common stocks and call options that comprise the index. The index is designed with the primary goal of generating an annualized level of income from stock dividends and option premiums that is approximately 3% over the annual dividend yield of the S&P 500Â® Index and a secondary goal of generating capital appreciation based on the price returns of the equity securities contained in the index. It is non-diversified.",Financials,Large Cap,FT Portfolios,BTS,BATS,US33739Q7051
KNGS,Upholdings Compound Kings ETF,USD,"The investment seeks to provide long-term capital growth. Income is a secondary objective.
 The fund generally invests in securities that Upholdings believes have the potential to compound at a higher rate than the S&P 500 Index over multi-year periods. It will invest at least 60% of its total net assets in equity securities of companies of medium and large market capitalizations located in both the United States and China, primarily via Hong Kong listed securities. The fund will also invest in other international markets, including emerging markets. It is non-diversified.",Alternatives,Growth,Upholdings,BTS,BATS,
KOCT,Innovator Russell 2000 Power Buffer ETF,USD,"The investment seeks to provide investors with returns that match those of the Russell 2000 Price Index.
 The fund invests at least 80% of its net assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the Russell 2000 Price Index. FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified.",Alternatives,Small Cap,Innovator ETFs,BTS,BATS,US45782C5994
KWT,iShares MSCI Kuwait ETF,USD,"The investment seeks to track the investment results of a broad-based equity index with exposure to Kuwait, as defined by the index provider.
 The fund seeks to track the investment results of the MSCI All Kuwait Select Size Liquidity Capped Index (the âunderlying indexâ), which is designed to measure the performance of the Kuwait equity universe. The underlying index is a free float-adjusted market capitalization weighted index with a capping methodology applied to avoid concentration. BFA uses a representative sampling indexing strategy to manage the fund. It may or may not hold all of the securities in the underlying index. The fund is non-diversified.",Financials,Emerging Markets,BlackRock Asset Management,BTS,BATS,US46436E8176
LEAD,Siren DIVCON Leaders Dividend ETF,USD,"The investment seeks long-term capital appreciation by tracking the performance, before fees and expenses, of the Siren DIVCON Leaders Dividend Index.
 Under normal circumstances, at least 80% of the fund&#39;s assets will be invested in component securities of the benchmark index. The benchmark index is designed to capitalize on the theory that, over time, companies that consistently grow their dividends tend to have investment returns above overall market returns, and companies that do not grow (or cut) their dividends tend to have investment returns below overall market returns.",Financials,Blend,SRN Advisors,BTS,BATS,US8296583011
LIV,Emles @Home ETF,USD,"The investment seeks investment results that correspond, before fees and expenses, to the price and yield performance of the Emles Home Lifestyle Index.
 The fund seeks to replicate the index by investing all, or substantially all (no less than 80%), of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The index is comprised of U.S. dollar-denominated equities publicly issued by U.S. companies and American Depository Receipts (""ADRs"") that provide exposure to the index&#39;s theme of home living. It is non-diversified.",Consumer Discretionary,,Emles,BTS,BATS,
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,USD,"The investment seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Northern Trust US Long Corporate Bond IndexSM.
 The underlying index reflects the performance of a broad universe of US-dollar denominated investment grade corporate bonds that can potentially deliver a higher total return than the overall investment grade corporate bond market, as represented by the Northern Trust US Investment Grade Long Corporate Bond Index SM (the âParent Indexâ). The fund generally will invest at least 80% of its total assets in the securities of its index. It is non-diversified.",Fixed Income,Corporate Bonds,Flexshares Trust,BTS,BATS,US33939L7534
LQDI,iShares Inflation Hedged Corporate Bond ETF,USD,"The investment seeks to mitigate the inflation risk of a portfolio composed of U.S. dollar-denominated, investment-grade corporate bonds.
 The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets in the underlying fund, U.S. dollar-denominated investment-grade corporate bonds, in one or more other underlying funds that principally invest in investment-grade corporate bonds, and in inflation swaps. The advisor intends to invest a substantial portion of its assets in the underlying fund. The fund is non-diversified.",Fixed Income,Corporate Bonds,BlackRock Asset Management,BTS,BATS,US46431W5803
LSLT,Pacer Salt Low truBeta US Market ETF,USD,"The investment seeks to track the performance, before fees and expenses, of the Salt Low truBeta US Market Index.
 The index is initially constructed of the 100 Eligible Components with the lowest Beta Variability score, equally-weighted, and subject to a maximum 30% of the number of constituents in the index being from a single sector. The advisor attempts to invest all, or substantially all, of its assets in the component securities that make up the index. At least 80% of the fund&#39;s total assets (exclusive of any collateral held from securities lending) will be invested in the component securities of the index. It is non-diversified.",Financials,,Pacer,BTS,BATS,
LVHI,Legg Mason International Low Volatility High Dividend ETF,USD,"The investment seeks to track the investment results of the QS International Low Volatility High Dividend Hedged Index.
 The fund will invest at least 80% of its net assets, plus borrowings for investment purposes, if any, in securities that compose its underlying index. The underlying index seeks to provide more stable income through investments in stocks of profitable companies in developed markets outside of the United States with relatively high dividend yields or anticipated dividend yields and lower price and earnings volatility, while mitigating exposure to exchange-rate fluctuations between the USD and other international currencies.",Financials,Value,Franklink Templeton Investments,BTS,BATS,US52468L5057
LYFE,2ndVote Life Neutral Plus ETF,USD,"The investment seeks to generate long-term total return.
 The fund is an actively managed ETF. Under normal circumstances, the fund seeks to meet its investment objective by primarily investing its net assets, plus borrowings for investment purposes, if any, in the equity securities of large- and mid- capitalization U.S. companies that meet its pro-life social criteria. It uses a fundamental security analysis and proprietary social scoring system to select the equity securities.",Equities,Factors,2nd Vote Funds,BTS,BATS,
MAAX,VanEck Vectors Muni Allocation ETF,USD,"The investment seeks maximum long-term after-tax return, consisting of capital appreciation and income generally exempt from federal income tax.
 The fund normally invests at least 80% of its total assets in investments the income from which is exempt from U.S. federal income tax (other than AMT). It is an actively managed ETF that invests, under normal circumstances, primarily in VanEck Vectors ETFs that are registered under the applicable federal securities laws and that invest in publicly traded municipal bonds that cover the U.S. dollar-denominated investment grade and below investment grade tax-exempt bond market. The fund is non-diversified.",Fixed Income,Municipal Bonds,VanEck Asset Management,BTS,BATS,
MAGA,Point Bridge GOP Stock Tracker ETF,USD,"The investment seeks to track the performance, before fees and expenses, of the Point Bridge GOP Stock Tracker Index.
 Under normal circumstances, at least 80% of the fund&#39;s total assets will be invested in the component securities of the index. The index uses an objective, rules-based methodology to track the performance of companies whose employees and political action committees are highly supportive of Republican candidates for election to the United States Congress, the Vice Presidency, or the Presidency (""Candidates"") and party-affiliated federal committees or groups that are subject to federal campaign contribution limits.",Alternatives,Factors,Point Bridge Capital,BTS,BATS,US26922A6284
MAMB,Monarch Ambassador Income ETF,USD,"The investment seeks to replicate investment results that generally correspond, before fees and expenses, to the performance of the Kingsview Ambassador Income Index.
 The fund generally invests at least 80% of its total assets in the constituents of the index. The index is designed to measure the performance of an investable universe of fixed income securities of varying credit quality and duration, including corporate bonds, lower-quality bonds, known as ""high yield"" or ""junk"" bonds, treasury bonds, municipal bonds, mortgage backed securities and convertible bonds, that provide broad exposure to the U.S. and global bond market.",Fixed Income,Corporate Bonds,Monarch Funds,BTS,BATS,
MARZ,TrueShares Structured Outcome (March) ETF,USD,"The investment seeks to provide investors with returns that track those of the S&P 500 Price Return Index while seeking to provide a buffer against the first 8% to 12% of S&P 500 Price Index losses, over the period from March 1, 2021 to February 28, 2022.
 The fund is an actively-managed ETF that seeks to achieve its investment objective by investing substantially all of its assets in options that reference the S&P 500 Price Index. It will purchase call options and sell (write) put options on the S&P 500 Price Index or an ETF that tracks the S&P 500 Price Index on each Initial Investment Day with an expiration on the next Roll Date. The fund is non-diversified.",Derivatives,,TrueShares,BTS,BATS,US2103228639
MAYZ,TrueShares Structured Outcome (May) ETF,USD,"TrueShares Structured Outcome (May) ETF is designed to provide specific downside protection and upside potential based on the performance of the SPDR S&P 500 ETF Trust (SPY) over a defined period. The ETF uses a 'structured outcome' strategy, employing options to target a particular return profile over its one-year outcome period. It resets annually and is based out of the United States.",Derivatives,,TrueShares,BTS,BATS,US2103228480
MBBB,VanEck Vectors Moody's Analytics BBB Corporate Bond ETF,USD,"The investment seeks to track, as closely as possible, before fees and expenses, the price and yield performance of the MVISÂ® Moody&#39;s AnalyticsÂ® US BBB Corporate Bond Index.
 The fund normally invests at least 80% of its total assets in securities that comprise the fund&#39;s benchmark index. The index is comprised of U.S. dollar-denominated corporate bonds issued in the U.S. domestic market that have a BBB rating based on the bond&#39;s composite rating, which is an average of ratings from various rating agencies. It is non-diversified.",Fixed Income,Corporate Bonds,VanEck Asset Management,BTS,BATS,US92189H8549
MBCC,Monarch Blue Chips Core ETF,USD,"The investment seeks to replicate investment results that generally correspond, before fees and expenses, to the performance of the Kingsview Blue Chips Core Index.
 The fund generally invests at least 80% of its total assets in the component securities of the index. The index consists of established, well-recognized companies listed on the S&P 500 from a broad range of industries that demonstrate strength in the marketplace based on fundamental company data such as revenue, revenue growth, net income, and net income growth.",Alternatives,Large Cap,Monarch Funds,BTS,BATS,
MBND,SPDR Nuveen Municipal Bond ETF,USD,"The investment seeks to provide current income that is exempt from regular federal income taxes; capital appreciation is a secondary objective when consistent with the fund&#39;s primary objective.
 Normally, the fund invests at least 80% of its net assets in municipal bonds that pay income that is exempt from regular federal income tax. Its investment portfolio will consist primarily of municipal bonds rated A3/A-/A- or higher by an independent rating agency; however the fund may invest in municipal bonds of any credit quality, including up to 20% of its net assets in low- to medium-quality bonds rated Baa1/BBB+/BBB+ or lower. The fund is non-diversified.",Fixed Income,Municipal Bonds,Nuveen,BTS,BATS,US78470P7050
MEAR,iShares Short Maturity Municipal Bond ETF,USD,"The investment seeks to maximize tax-free current income.
 The fund normally invests at least 80% of its net assets in municipal securities such that the interest on each bond is exempt from U.S. federal income taxes and the federal alternative minimum tax (""AMT""). It primarily invests in U.S. dollar-denominated investment-grade short-term fixed- and floating-rate municipal securities with remaining maturities of five years or less, such as municipal bonds, municipal notes and variable rate demand obligations, as well as money market instruments and registered investment companies. The fund is an actively managed exchange-traded fund (""ETF"").",Fixed Income,Municipal Bonds,BlackRock Asset Management,BTS,BATS,US46431W8385
MFMS,MFAM Small-Cap Growth ETF,USD,"The investment seeks to achieve long-term capital appreciation.
 The fund invests in a focused portfolio of the common stocks of high-quality companies organized in the United States that are engaged in a broad range of industries. Under normal market conditions, the fund invests at least 80% of its net assets (plus the amount of any borrowings for investment purposes) in equity securities issued by small capitalization companies. It is non-diversified.",Fixed Income,Small Cap,Ballast Asset Management,BTS,BATS,
MIG,VanEck Vectors Moody's Analytics IG Corporate Bond ETF,USD,"The investment seeks to track, as closely as possible, before fees and expenses, the price and yield performance of the MVISÂ® Moody&#39;s AnalyticsÂ® US Investment Grade Corporate Bond Index.
 The fund normally invests at least 80% of its total assets in securities that comprise the fund&#39;s benchmark index. The inndex is comprised of U.S. dollar-denominated corporate bonds issued in the U.S. domestic market that have an investment grade rating based on the bond&#39;s composite rating, which is an average of ratings from various rating agencies. It is non-diversified.",Fixed Income,Corporate Bonds,VanEck Asset Management,BTS,BATS,US92189H8622
MINN,Mairs & Power Minnesota Municipal Bond ETF,USD,"The investment seeks current income that is exempt from federal and Minnesota state income tax consistent with the preservation of capital.
 Under normal market conditions, the fund seeks to achieve its investment objective by investing at least 80% of its net assets (including borrowings for investment purposes) in municipal debt securities that pay interest that is exempt from regular federal income tax and Minnesota state income tax (collectively, ""Municipal Securities""). It may invest up to 20% of its net assets in debt securities that pay interest subject to taxation, including the federal alternative minimum tax (""AMT""). The fund is non-diversified.",Fixed Income,Municipal Bonds,Mairs & Power,BTS,BATS,US89834G8362
MLN,VanEck Vectors Long Muni ETF,USD,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the Bloomberg Barclays AMT-Free Long Continuous Municipal Index.
 The fund normally invests at least 80% of its total assets in fixed income securities that comprise the index. The index is comprised of publicly traded municipal bonds that cover the U.S. dollar denominated long-term tax-exempt bond market.",Fixed Income,Municipal Bonds,VanEck Asset Management,BTS,BATS,US92189F5364
MOAT,VanEck Vectors Morningstar Wide Moat ETF,USD,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MorningstarÂ® Wide Moat Focus IndexSM.
 The fund normally invests at least 80% of its total assets in securities that comprise the fund&#39;s benchmark index. The index is comprised of securities issued by companies that Morningstar, Inc. (""Morningstar"") determines to have sustainable competitive advantages based on a proprietary methodology that considers quantitative and qualitative factors (""wide moat companies"").",Alternatives,Factors,VanEck Asset Management,BTS,BATS,US92189F6438
MOTI,VanEck Vectors Morningstar International Moat ETF,USD,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MorningstarÂ® Global ex-US Moat Focus IndexSM.
 The fund normally invests at least 80% of its total assets in securities that comprise the fund&#39;s benchmark index. The index is comprised of securities issued by companies that Morningstar, Inc. (""Morningstar"") determines have sustainable competitive advantages based on a proprietary methodology that considers quantitative and qualitative factors (""wide and narrow moat companies"").",Alternatives,Factors,VanEck Asset Management,BTS,BATS,US92189F5935
MPRO,Monarch ProCap ETF,USD,"The investment seeks to replicate investment results that generally correspond, before fees and expenses, to the performance of the Kingsview ProCap Index.
 The fund generally invests at least 80% of its total assets in the component securities of the index. The index is comprised of 6-9 constituents, with fixed income ETFs and equity ETFs collectively comprising at least 90% of the index, with each being no less than 15% and no more than 75% of the index.",Alternatives,,Monarch Funds,BTS,BATS,
MRGR,ProShares Merger ETF,USD,"The investment seeks investment results, before fees and expenses, that track the performance of the S&PÂ® Merger Arbitrage Index (the ""index"").
 The fund is designed to track the performance of the index and provide exposure to a global merger arbitrage strategy. The index, and by extension the fund, seeks to produce consistent, positive returns in virtually all market environments, although there are no assurances it will achieve this result. The fund is non-diversified.",Alternatives,,ProShares,BTS,BATS,US74348A5662
MRSK,Toews Agility Shares Managed Risk ETF,USD,"The investment seeks to provide income and long-term growth of capital, while limiting risk.
 The adviser seeks to achieve the fund&#39;s investment objective by investing, in: 1) equity and equity index futures, 2) equity index options, 3) options on equity index futures, 4) options on exchange traded funds (""ETFs""), 5) exchange traded funds (""ETFs"") that invest primarily in common stocks, 6) exchange traded funds (""ETFs"") that invest primarily in fixed income securities, 7) common stocks, 8) fixed income securities and 9) cash or cash equivalents.",Alternatives,,Toews Corporation,BTS,BATS,US66538J7202
